Product_ID,Region,Category,Base_Cost,Brand_Strength_Score,Price_Tier,Max Allowed Mark up%,Recommended_selling_price,Mark up % Used,Warning,Target_revenue,Target_margin
11407,France,Personal Care,12.96,10,Premium,60,20.736,60.00000000000003,OK,430000,0.29
11408,UK,Personal Care,2.1,4,Standard,30,2.73,30.0,OK,520000,0.32
11409,Germany,Personal Care,14.24,2,Value,15,16.376,14.99999999999999,OK,460000,0.31
11410,France,Food & Refreshment,6.64,5,Standard,28,8.4992,28.0,OK,430000,0.29
11411,Spain,Food & Refreshment,0.63,5,Standard,28,0.8064,28.0,OK,410000,0.3
11412,France,Food & Refreshment,6.91,7,Standard,28,8.844800000000001,28.0,OK,430000,0.29
11413,UK,Home Care,1.17,1,Value,10,1.287,10.00000000000001,OK,520000,0.32
11414,Spain,Home Care,8.39,4,Standard,25,10.4875,25.0,OK,410000,0.3
11415,France,Personal Care,5.41,5,Standard,30,7.033,30.0,OK,430000,0.29
11416,Spain,Food & Refreshment,7.36,8,Premium,55,11.408,55.00000000000001,OK,410000,0.3
11417,UK,Personal Care,9.39,8,Premium,60,15.024,60.00000000000001,OK,520000,0.32
11418,Germany,Food & Refreshment,13.1,1,Value,12,14.672,12.00000000000001,OK,460000,0.31
11419,UK,Food & Refreshment,10.1,5,Standard,28,12.928,28.0,OK,520000,0.32
11420,UK,Food & Refreshment,6.79,10,Premium,55,10.5245,55.00000000000001,OK,520000,0.32
11421,UK,Home Care,12.38,1,Value,10,13.618,10.00000000000001,OK,520000,0.32
11422,UK,Home Care,13.63,1,Value,10,14.993,10.00000000000001,OK,520000,0.32
11423,Germany,Food & Refreshment,2.24,2,Value,12,2.5088,12.00000000000001,OK,460000,0.31
11424,Germany,Personal Care,8.21,2,Value,15,9.4415,14.99999999999999,OK,460000,0.31
11425,Spain,Food & Refreshment,4.63,9,Premium,55,7.1765,55.00000000000001,OK,410000,0.3
11426,France,Food & Refreshment,1.18,4,Standard,28,1.5104,28.0,OK,430000,0.29
11427,Germany,Personal Care,10.19,3,Value,15,11.7185,14.99999999999999,OK,460000,0.31
11428,Germany,Food & Refreshment,13.01,1,Value,12,14.5712,12.00000000000001,OK,460000,0.31
11429,France,Personal Care,2.86,2,Value,15,3.289,14.99999999999999,OK,430000,0.29
11430,Germany,Home Care,12.28,6,Standard,25,15.35,25.0,OK,460000,0.31
11431,UK,Home Care,12.87,9,Premium,50,19.305,50.0,OK,520000,0.32
11432,UK,Personal Care,13.76,5,Standard,30,17.888,30.0,OK,520000,0.32
11433,France,Home Care,4.35,4,Standard,25,5.4375,25.0,OK,430000,0.29
11434,Spain,Home Care,13.61,5,Standard,25,17.0125,25.0,OK,410000,0.3
11435,Spain,Personal Care,5.15,9,Premium,60,8.24,59.99999999999999,OK,410000,0.3
11436,France,Home Care,8.51,7,Standard,25,10.6375,25.0,OK,430000,0.29
11437,France,Food & Refreshment,1.23,8,Premium,55,1.9065,55.00000000000001,OK,430000,0.29
11438,UK,Food & Refreshment,1.14,4,Standard,28,1.4592,28.0,OK,520000,0.32
11439,Spain,Personal Care,10.95,8,Premium,60,17.52,60.00000000000001,OK,410000,0.3
11440,Germany,Home Care,6.94,6,Standard,25,8.675,25.0,OK,460000,0.31
11441,UK,Food & Refreshment,4.22,5,Standard,28,5.4016,28.0,OK,520000,0.32
11442,France,Food & Refreshment,3.26,7,Standard,28,4.1728,28.0,OK,430000,0.29
11443,Spain,Home Care,10.21,6,Standard,25,12.7625,25.0,OK,410000,0.3
11444,Germany,Home Care,0.51,3,Value,10,0.561,10.00000000000001,OK,460000,0.31
11445,Germany,Food & Refreshment,12.19,5,Standard,28,15.6032,28.0,OK,460000,0.31
11446,UK,Food & Refreshment,1.65,9,Premium,55,2.5575,55.00000000000001,OK,520000,0.32
11447,Spain,Personal Care,3.28,7,Standard,30,4.264,30.0,OK,410000,0.3
11448,Spain,Personal Care,6.1,4,Standard,30,7.93,30.0,OK,410000,0.3
11449,France,Food & Refreshment,7.53,7,Standard,28,9.6384,28.0,OK,430000,0.29
11450,Spain,Personal Care,5.65,5,Standard,30,7.345000000000001,30.0,OK,410000,0.3
11451,Spain,Food & Refreshment,5.15,2,Value,12,5.768000000000001,12.00000000000001,OK,410000,0.3
11452,UK,Food & Refreshment,14.48,6,Standard,28,18.5344,28.0,OK,520000,0.32
11453,Spain,Personal Care,9.8,7,Standard,30,12.74,30.0,OK,410000,0.3
11454,Germany,Personal Care,0.84,8,Premium,60,1.344,60.00000000000001,OK,460000,0.31
11455,UK,Home Care,6.74,6,Standard,25,8.425,25.0,OK,520000,0.32
11456,UK,Home Care,13.19,8,Premium,50,19.785,50.0,OK,520000,0.32
11457,France,Home Care,4.87,7,Standard,25,6.0875,25.0,OK,430000,0.29
11458,Spain,Food & Refreshment,1.87,2,Value,12,2.0944,12.00000000000001,OK,410000,0.3
11459,France,Personal Care,11.5,6,Standard,30,14.95,30.0,OK,430000,0.29
11460,Germany,Food & Refreshment,9.29,9,Premium,55,14.3995,55.00000000000001,OK,460000,0.31
11461,UK,Personal Care,8.77,6,Standard,30,11.401,30.0,OK,520000,0.32
11462,UK,Food & Refreshment,1.28,4,Standard,28,1.6384,28.0,OK,520000,0.32
11463,UK,Home Care,2.54,7,Standard,25,3.175,25.0,OK,520000,0.32
11464,Germany,Home Care,9.53,3,Value,10,10.483,10.00000000000001,OK,460000,0.31
11465,Germany,Home Care,3.51,5,Standard,25,4.387499999999999,24.99999999999998,OK,460000,0.31
11466,France,Food & Refreshment,7.81,1,Value,12,8.747200000000001,12.00000000000001,OK,430000,0.29
11467,France,Personal Care,8.4,10,Premium,60,13.44,60.00000000000001,OK,430000,0.29
11468,France,Personal Care,4.61,3,Value,15,5.3015,14.99999999999999,OK,430000,0.29
11469,Spain,Home Care,14.25,8,Premium,50,21.375,50.0,OK,410000,0.3
11470,UK,Home Care,12.72,9,Premium,50,19.08,50.0,OK,520000,0.32
11471,UK,Home Care,10.97,9,Premium,50,16.455,50.0,OK,520000,0.32
11472,France,Home Care,1.63,10,Premium,50,2.445,50.0,OK,430000,0.29
11473,UK,Personal Care,2.04,2,Value,15,2.346,14.99999999999999,OK,520000,0.32
11474,France,Food & Refreshment,7.65,4,Standard,28,9.792,28.0,OK,430000,0.29
11475,Spain,Food & Refreshment,2.83,5,Standard,28,3.6224,28.0,OK,410000,0.3
11476,Spain,Food & Refreshment,14.68,3,Value,12,16.4416,12.00000000000001,OK,410000,0.3
11477,Germany,Food & Refreshment,2.8,1,Value,12,3.136,12.00000000000001,OK,460000,0.31
11478,Spain,Home Care,7.57,6,Standard,25,9.4625,25.0,OK,410000,0.3
11479,France,Home Care,5.78,10,Premium,50,8.67,50.0,OK,430000,0.29
11480,Spain,Home Care,9.77,2,Value,10,10.747,10.00000000000001,OK,410000,0.3
11481,Germany,Food & Refreshment,2.37,9,Premium,55,3.6735,55.00000000000001,OK,460000,0.31
11482,UK,Home Care,6.74,1,Value,10,7.414000000000001,10.00000000000001,OK,520000,0.32
11483,France,Home Care,4.48,9,Premium,50,6.720000000000001,50.0,OK,430000,0.29
11484,UK,Personal Care,13.37,7,Standard,30,17.381,30.0,OK,520000,0.32
11485,Germany,Personal Care,1.09,10,Premium,60,1.744,60.00000000000001,OK,460000,0.31
11486,Germany,Home Care,13.75,2,Value,10,15.125,10.00000000000001,OK,460000,0.31
11487,Germany,Personal Care,12.58,6,Standard,30,16.354,29.99999999999998,OK,460000,0.31
11488,UK,Personal Care,4.81,8,Premium,60,7.696,60.00000000000001,OK,520000,0.32
11489,UK,Home Care,11.94,2,Value,10,13.134,10.00000000000001,OK,520000,0.32
11490,UK,Home Care,0.95,5,Standard,25,1.1875,25.0,OK,520000,0.32
11491,UK,Home Care,14.52,6,Standard,25,18.15,25.0,OK,520000,0.32
11492,Germany,Home Care,8.14,3,Value,10,8.954,10.00000000000001,OK,460000,0.31
11493,Germany,Food & Refreshment,4.9,2,Value,12,5.488000000000001,12.00000000000001,OK,460000,0.31
11494,France,Food & Refreshment,5.76,6,Standard,28,7.3728,28.0,OK,430000,0.29
11495,France,Home Care,1.46,3,Value,10,1.606,10.00000000000001,OK,430000,0.29
11496,UK,Personal Care,14.85,2,Value,15,17.0775,14.99999999999999,OK,520000,0.32
11497,Spain,Home Care,1.07,1,Value,10,1.177,10.00000000000001,OK,410000,0.3
11498,Spain,Home Care,10.0,8,Premium,50,15.0,50.0,OK,410000,0.3
11499,Germany,Personal Care,6.92,1,Value,15,7.957999999999999,14.99999999999999,OK,460000,0.31
11500,Germany,Food & Refreshment,14.26,5,Standard,28,18.2528,28.0,OK,460000,0.31
11501,Germany,Home Care,4.07,6,Standard,25,5.0875,25.0,OK,460000,0.31
11502,France,Home Care,8.22,3,Value,10,9.042000000000002,10.00000000000001,OK,430000,0.29
11503,France,Food & Refreshment,7.49,7,Standard,28,9.587200000000001,28.0,OK,430000,0.29
11504,Germany,Food & Refreshment,10.69,2,Value,12,11.9728,12.00000000000001,OK,460000,0.31
11505,Germany,Personal Care,1.49,7,Standard,30,1.937,30.0,OK,460000,0.31
11506,Germany,Food & Refreshment,3.31,2,Value,12,3.7072,12.00000000000001,OK,460000,0.31
11507,Spain,Food & Refreshment,3.61,5,Standard,28,4.6208,28.0,OK,410000,0.3
11508,France,Food & Refreshment,11.2,7,Standard,28,14.336,28.0,OK,430000,0.29
11509,Spain,Personal Care,3.24,3,Value,15,3.726,14.99999999999999,OK,410000,0.3
11510,Spain,Food & Refreshment,8.82,4,Standard,28,11.2896,28.0,OK,410000,0.3
11511,Germany,Food & Refreshment,3.62,1,Value,12,4.0544,12.00000000000001,OK,460000,0.31
11512,Germany,Personal Care,12.99,3,Value,15,14.9385,14.99999999999999,OK,460000,0.31
11513,UK,Food & Refreshment,14.16,9,Premium,55,21.948,55.00000000000001,OK,520000,0.32
11514,UK,Food & Refreshment,8.02,10,Premium,55,12.431,55.00000000000001,OK,520000,0.32
11515,Spain,Personal Care,5.61,5,Standard,30,7.293000000000001,30.0,OK,410000,0.3
11516,France,Home Care,3.89,8,Premium,50,5.835,50.0,OK,430000,0.29
11517,Germany,Personal Care,1.22,2,Value,15,1.403,14.99999999999999,OK,460000,0.31
11518,Germany,Food & Refreshment,4.39,3,Value,12,4.9168,12.00000000000001,OK,460000,0.31
11519,Spain,Food & Refreshment,9.99,7,Standard,28,12.7872,28.0,OK,410000,0.3
11520,UK,Food & Refreshment,8.24,10,Premium,55,12.772,55.00000000000001,OK,520000,0.32
11521,France,Personal Care,14.19,4,Standard,30,18.447,30.0,OK,430000,0.29
11522,UK,Food & Refreshment,6.25,9,Premium,55,9.6875,55.00000000000001,OK,520000,0.32
11523,UK,Food & Refreshment,10.56,7,Standard,28,13.5168,28.0,OK,520000,0.32
11524,UK,Personal Care,7.6,1,Value,15,8.739999999999998,14.99999999999999,OK,520000,0.32
11525,UK,Home Care,7.93,4,Standard,25,9.9125,25.0,OK,520000,0.32
11526,Germany,Home Care,4.38,10,Premium,50,6.57,50.0,OK,460000,0.31
11527,Germany,Food & Refreshment,7.1,6,Standard,28,9.088,28.0,OK,460000,0.31
11528,UK,Personal Care,7.33,6,Standard,30,9.529,30.0,OK,520000,0.32
11529,France,Food & Refreshment,10.75,10,Premium,55,16.6625,55.00000000000001,OK,430000,0.29
11530,Spain,Personal Care,14.14,6,Standard,30,18.382,30.0,OK,410000,0.3
11531,France,Personal Care,5.28,5,Standard,30,6.864000000000001,30.0,OK,430000,0.29
11532,France,Home Care,1.11,3,Value,10,1.221,10.00000000000001,OK,430000,0.29
11533,France,Home Care,7.7,2,Value,10,8.47,10.00000000000001,OK,430000,0.29
11534,UK,Personal Care,8.39,3,Value,15,9.6485,14.99999999999999,OK,520000,0.32
11535,Germany,Food & Refreshment,2.94,9,Premium,55,4.557,55.00000000000003,OK,460000,0.31
11536,France,Home Care,11.53,3,Value,10,12.683,10.00000000000001,OK,430000,0.29
11537,UK,Food & Refreshment,14.78,3,Value,12,16.5536,12.00000000000001,OK,520000,0.32
11538,France,Home Care,14.21,1,Value,10,15.631,10.00000000000001,OK,430000,0.29
11539,France,Home Care,3.36,2,Value,10,3.696,10.00000000000001,OK,430000,0.29
11540,UK,Food & Refreshment,13.19,3,Value,12,14.7728,12.00000000000001,OK,520000,0.32
11541,Germany,Home Care,10.72,2,Value,10,11.792,10.00000000000001,OK,460000,0.31
11542,Germany,Home Care,7.08,8,Premium,50,10.62,50.00000000000002,OK,460000,0.31
11543,Spain,Food & Refreshment,8.34,6,Standard,28,10.6752,28.0,OK,410000,0.3
11544,UK,Home Care,12.82,7,Standard,25,16.025,24.99999999999998,OK,520000,0.32
11545,Spain,Home Care,7.46,1,Value,10,8.206000000000001,10.00000000000001,OK,410000,0.3
11546,Spain,Home Care,5.91,6,Standard,25,7.3875,25.0,OK,410000,0.3
11547,Spain,Food & Refreshment,7.65,2,Value,12,8.568000000000001,12.00000000000001,OK,410000,0.3
11548,Germany,Personal Care,8.9,6,Standard,30,11.57,30.0,OK,460000,0.31
11549,UK,Food & Refreshment,3.24,3,Value,12,3.6288,12.00000000000001,OK,520000,0.32
11550,Spain,Personal Care,13.56,7,Standard,30,17.628,30.0,OK,410000,0.3
11551,UK,Home Care,10.28,3,Value,10,11.308,10.00000000000001,OK,520000,0.32
11552,UK,Personal Care,9.68,9,Premium,60,15.488,60.00000000000001,OK,520000,0.32
11553,Germany,Food & Refreshment,1.94,3,Value,12,2.1728,12.00000000000001,OK,460000,0.31
11554,Spain,Food & Refreshment,9.26,7,Standard,28,11.8528,28.0,OK,410000,0.3
11555,Spain,Home Care,2.25,4,Standard,25,2.8125,25.0,OK,410000,0.3
11556,UK,Personal Care,1.64,8,Premium,60,2.624,60.00000000000001,OK,520000,0.32
11557,France,Home Care,8.15,2,Value,10,8.965000000000002,10.00000000000001,OK,430000,0.29
11558,Germany,Home Care,6.34,8,Premium,50,9.51,50.0,OK,460000,0.31
11559,Germany,Food & Refreshment,9.04,9,Premium,55,14.012,55.00000000000001,OK,460000,0.31
11560,Germany,Personal Care,1.79,8,Premium,60,2.864,60.00000000000001,OK,460000,0.31
11561,Germany,Personal Care,6.75,6,Standard,30,8.775,30.0,OK,460000,0.31
11562,Spain,Personal Care,3.03,10,Premium,60,4.848,60.00000000000001,OK,410000,0.3
11563,Spain,Personal Care,14.81,1,Value,15,17.0315,14.99999999999999,OK,410000,0.3
11564,France,Home Care,8.64,7,Standard,25,10.8,25.0,OK,430000,0.29
11565,Germany,Home Care,10.47,1,Value,10,11.517,10.00000000000001,OK,460000,0.31
11566,Germany,Food & Refreshment,5.22,7,Standard,28,6.6816,28.0,OK,460000,0.31
11567,UK,Home Care,1.87,2,Value,10,2.057,10.00000000000001,OK,520000,0.32
11568,Spain,Home Care,14.65,8,Premium,50,21.975,50.0,OK,410000,0.3
11569,Germany,Food & Refreshment,4.65,2,Value,12,5.208000000000001,12.00000000000001,OK,460000,0.31
11570,France,Food & Refreshment,6.65,3,Value,12,7.448000000000001,12.00000000000001,OK,430000,0.29
11571,France,Food & Refreshment,9.92,3,Value,12,11.1104,12.00000000000001,OK,430000,0.29
11572,Spain,Home Care,0.86,1,Value,10,0.9460000000000001,10.00000000000001,OK,410000,0.3
11573,France,Home Care,12.25,5,Standard,25,15.3125,25.0,OK,430000,0.29
11574,France,Food & Refreshment,8.28,5,Standard,28,10.5984,28.0,OK,430000,0.29
11575,Spain,Food & Refreshment,4.53,10,Premium,55,7.021500000000001,55.00000000000001,OK,410000,0.3
11576,Germany,Food & Refreshment,1.39,5,Standard,28,1.7792,28.0,OK,460000,0.31
11577,Germany,Home Care,2.86,9,Premium,50,4.29,50.0,OK,460000,0.31
11578,France,Home Care,13.48,6,Standard,25,16.85,25.0,OK,430000,0.29
11579,France,Personal Care,10.45,6,Standard,30,13.585,30.0,OK,430000,0.29
11580,Germany,Home Care,4.12,3,Value,10,4.532000000000001,10.00000000000001,OK,460000,0.31
11581,Spain,Home Care,1.45,5,Standard,25,1.8125,25.0,OK,410000,0.3
11582,France,Home Care,10.51,10,Premium,50,15.765,50.0,OK,430000,0.29
11583,UK,Food & Refreshment,8.8,7,Standard,28,11.264,28.0,OK,520000,0.32
11584,Spain,Home Care,6.37,3,Value,10,7.007000000000001,10.00000000000001,OK,410000,0.3
11585,France,Food & Refreshment,5.77,2,Value,12,6.4624,12.00000000000001,OK,430000,0.29
11586,France,Personal Care,3.64,5,Standard,30,4.732,30.0,OK,430000,0.29
11587,UK,Personal Care,10.21,3,Value,15,11.7415,14.99999999999999,OK,520000,0.32
11588,UK,Food & Refreshment,14.57,5,Standard,28,18.6496,28.0,OK,520000,0.32
11589,Germany,Food & Refreshment,3.05,9,Premium,55,4.7275,55.00000000000001,OK,460000,0.31
11590,Spain,Food & Refreshment,9.16,10,Premium,55,14.198,55.00000000000001,OK,410000,0.3
11591,Spain,Home Care,6.65,1,Value,10,7.315000000000001,10.00000000000001,OK,410000,0.3
11592,Germany,Personal Care,6.98,4,Standard,30,9.074000000000002,30.0,OK,460000,0.31
11593,Spain,Food & Refreshment,4.19,10,Premium,55,6.4945,55.00000000000001,OK,410000,0.3
11594,Spain,Home Care,12.46,5,Standard,25,15.575,25.0,OK,410000,0.3
11595,Spain,Personal Care,7.54,2,Value,15,8.671,14.99999999999999,OK,410000,0.3
11596,Spain,Home Care,8.38,2,Value,10,9.218000000000002,10.00000000000001,OK,410000,0.3
11597,Spain,Personal Care,4.92,1,Value,15,5.657999999999999,14.99999999999999,OK,410000,0.3
11598,UK,Home Care,3.14,8,Premium,50,4.71,50.0,OK,520000,0.32
11599,Spain,Personal Care,1.75,2,Value,15,2.0125,14.99999999999999,OK,410000,0.3
11600,UK,Personal Care,10.85,3,Value,15,12.4775,14.99999999999999,OK,520000,0.32
11601,Spain,Home Care,3.35,2,Value,10,3.685,10.00000000000001,OK,410000,0.3
11602,Germany,Food & Refreshment,10.51,4,Standard,28,13.4528,28.0,OK,460000,0.31
11603,France,Personal Care,6.16,1,Value,15,7.084,14.99999999999999,OK,430000,0.29
11604,UK,Food & Refreshment,6.53,3,Value,12,7.313600000000001,12.00000000000001,OK,520000,0.32
11605,Spain,Home Care,7.3,5,Standard,25,9.125,25.0,OK,410000,0.3
11606,Germany,Food & Refreshment,5.83,10,Premium,55,9.0365,55.00000000000001,OK,460000,0.31
11607,France,Food & Refreshment,1.96,1,Value,12,2.1952,12.00000000000001,OK,430000,0.29
11608,UK,Food & Refreshment,4.99,4,Standard,28,6.3872,28.0,OK,520000,0.32
11609,France,Food & Refreshment,10.12,6,Standard,28,12.9536,28.0,OK,430000,0.29
11610,Germany,Food & Refreshment,10.15,4,Standard,28,12.992,28.0,OK,460000,0.31
11611,UK,Personal Care,4.65,7,Standard,30,6.045000000000001,30.0,OK,520000,0.32
11612,France,Personal Care,7.17,7,Standard,30,9.321,30.0,OK,430000,0.29
11613,Spain,Personal Care,3.3,6,Standard,30,4.29,30.0,OK,410000,0.3
11614,UK,Home Care,3.55,9,Premium,50,5.324999999999999,49.99999999999998,OK,520000,0.32
11615,France,Food & Refreshment,0.83,2,Value,12,0.9296000000000001,12.00000000000001,OK,430000,0.29
11616,Germany,Personal Care,13.5,10,Premium,60,21.6,60.00000000000001,OK,460000,0.31
11617,Germany,Home Care,3.56,8,Premium,50,5.34,50.0,OK,460000,0.31
11618,UK,Personal Care,3.8,8,Premium,60,6.08,60.00000000000001,OK,520000,0.32
11619,France,Personal Care,4.55,10,Premium,60,7.28,60.00000000000001,OK,430000,0.29
11620,UK,Food & Refreshment,2.35,4,Standard,28,3.008,28.0,OK,520000,0.32
11621,UK,Home Care,9.77,6,Standard,25,12.2125,25.0,OK,520000,0.32
11622,France,Food & Refreshment,1.59,6,Standard,28,2.0352,28.0,OK,430000,0.29
11623,France,Food & Refreshment,2.45,5,Standard,28,3.136,28.0,OK,430000,0.29
11624,Spain,Personal Care,9.85,1,Value,15,11.3275,14.99999999999999,OK,410000,0.3
11625,France,Food & Refreshment,5.43,3,Value,12,6.0816,12.00000000000001,OK,430000,0.29
11626,Germany,Home Care,10.77,7,Standard,25,13.4625,25.0,OK,460000,0.31
11627,UK,Food & Refreshment,8.58,8,Premium,55,13.299,55.00000000000001,OK,520000,0.32
11628,UK,Food & Refreshment,4.21,2,Value,12,4.7152,12.00000000000001,OK,520000,0.32
11629,Germany,Food & Refreshment,9.94,3,Value,12,11.1328,12.00000000000001,OK,460000,0.31
11630,France,Personal Care,2.19,4,Standard,30,2.847,30.0,OK,430000,0.29
11631,Germany,Home Care,8.28,5,Standard,25,10.35,25.0,OK,460000,0.31
11632,Germany,Personal Care,6.84,3,Value,15,7.866,14.99999999999999,OK,460000,0.31
11633,Spain,Personal Care,4.38,5,Standard,30,5.694,30.0,OK,410000,0.3
11634,Germany,Personal Care,9.26,8,Premium,60,14.816,60.00000000000001,OK,460000,0.31
11635,UK,Personal Care,13.13,8,Premium,60,21.008,60.00000000000001,OK,520000,0.32
11636,Germany,Personal Care,14.98,2,Value,15,17.227,14.99999999999999,OK,460000,0.31
11637,UK,Home Care,9.31,6,Standard,25,11.6375,25.0,OK,520000,0.32
11638,UK,Food & Refreshment,6.37,4,Standard,28,8.1536,28.0,OK,520000,0.32
11639,UK,Personal Care,3.77,9,Premium,60,6.032,60.00000000000001,OK,520000,0.32
11640,France,Personal Care,4.23,10,Premium,60,6.768000000000001,60.00000000000001,OK,430000,0.29
11641,Spain,Home Care,7.45,2,Value,10,8.195,10.00000000000001,OK,410000,0.3
11642,UK,Home Care,5.83,8,Premium,50,8.745000000000001,50.00000000000002,OK,520000,0.32
11643,UK,Food & Refreshment,13.75,1,Value,12,15.4,12.00000000000001,OK,520000,0.32
11644,France,Home Care,5.84,6,Standard,25,7.3,25.0,OK,430000,0.29
11645,UK,Food & Refreshment,5.91,10,Premium,55,9.1605,55.00000000000001,OK,520000,0.32
11646,Germany,Personal Care,6.06,1,Value,15,6.968999999999999,14.99999999999999,OK,460000,0.31
11647,Germany,Personal Care,12.63,2,Value,15,14.5245,14.99999999999999,OK,460000,0.31
11648,Spain,Food & Refreshment,9.94,3,Value,12,11.1328,12.00000000000001,OK,410000,0.3
11649,UK,Home Care,9.41,9,Premium,50,14.115,50.0,OK,520000,0.32
11650,France,Food & Refreshment,5.35,5,Standard,28,6.848,28.0,OK,430000,0.29
11651,Germany,Home Care,12.36,10,Premium,50,18.54,50.0,OK,460000,0.31
11652,France,Personal Care,1.06,10,Premium,60,1.696,60.00000000000001,OK,430000,0.29
11653,France,Home Care,13.13,2,Value,10,14.443,10.00000000000001,OK,430000,0.29
11654,Germany,Food & Refreshment,7.93,10,Premium,55,12.2915,55.00000000000001,OK,460000,0.31
11655,France,Food & Refreshment,6.27,5,Standard,28,8.025599999999999,28.0,OK,430000,0.29
11656,Germany,Personal Care,7.71,5,Standard,30,10.023,30.0,OK,460000,0.31
11657,France,Home Care,10.18,1,Value,10,11.198,10.00000000000001,OK,430000,0.29
11658,Germany,Home Care,0.69,3,Value,10,0.759,10.00000000000001,OK,460000,0.31
11659,UK,Home Care,13.14,5,Standard,25,16.425,25.0,OK,520000,0.32
11660,Spain,Personal Care,6.98,9,Premium,60,11.168,60.00000000000001,OK,410000,0.3
11661,Germany,Home Care,5.47,10,Premium,50,8.205,50.0,OK,460000,0.31
11662,Germany,Food & Refreshment,2.5,1,Value,12,2.8,12.00000000000001,OK,460000,0.31
11663,Spain,Home Care,6.87,8,Premium,50,10.305,50.0,OK,410000,0.3
11664,Germany,Personal Care,7.7,1,Value,15,8.854999999999999,14.99999999999997,OK,460000,0.31
11665,Germany,Home Care,6.35,9,Premium,50,9.524999999999999,49.99999999999998,OK,460000,0.31
11666,France,Home Care,10.34,6,Standard,25,12.925,25.0,OK,430000,0.29
11667,Spain,Food & Refreshment,6.6,1,Value,12,7.392,12.00000000000001,OK,410000,0.3
11668,UK,Home Care,14.44,8,Premium,50,21.66,50.0,OK,520000,0.32
11669,Germany,Food & Refreshment,9.19,5,Standard,28,11.7632,28.0,OK,460000,0.31
11670,Spain,Food & Refreshment,12.21,7,Standard,28,15.6288,28.0,OK,410000,0.3
11671,France,Personal Care,2.09,7,Standard,30,2.717,30.0,OK,430000,0.29
11672,UK,Food & Refreshment,6.26,7,Standard,28,8.0128,28.0,OK,520000,0.32
11673,Spain,Food & Refreshment,5.38,6,Standard,28,6.8864,28.0,OK,410000,0.3
11674,UK,Personal Care,8.76,8,Premium,60,14.016,60.00000000000001,OK,520000,0.32
11675,UK,Food & Refreshment,12.99,9,Premium,55,20.1345,54.99999999999999,OK,520000,0.32
11676,UK,Personal Care,1.64,2,Value,15,1.886,14.99999999999999,OK,520000,0.32
11677,Germany,Home Care,1.55,7,Standard,25,1.9375,25.0,OK,460000,0.31
11678,Germany,Personal Care,12.83,2,Value,15,14.7545,14.99999999999999,OK,460000,0.31
11679,France,Food & Refreshment,3.59,6,Standard,28,4.5952,28.0,OK,430000,0.29
11680,France,Personal Care,10.2,2,Value,15,11.73,14.99999999999999,OK,430000,0.29
11681,Spain,Food & Refreshment,8.37,10,Premium,55,12.9735,55.00000000000001,OK,410000,0.3
11682,France,Home Care,12.58,6,Standard,25,15.725,25.0,OK,430000,0.29
11683,UK,Personal Care,2.31,2,Value,15,2.6565,14.99999999999999,OK,520000,0.32
11684,UK,Home Care,2.38,1,Value,10,2.618,10.00000000000001,OK,520000,0.32
11685,Germany,Food & Refreshment,8.57,7,Standard,28,10.9696,28.0,OK,460000,0.31
11686,UK,Food & Refreshment,14.22,3,Value,12,15.9264,12.00000000000001,OK,520000,0.32
11687,Spain,Home Care,6.52,4,Standard,25,8.149999999999999,24.99999999999998,OK,410000,0.3
11688,UK,Personal Care,5.24,6,Standard,30,6.812,30.0,OK,520000,0.32
11689,UK,Personal Care,9.3,5,Standard,30,12.09,30.0,OK,520000,0.32
11690,Spain,Food & Refreshment,13.99,4,Standard,28,17.9072,28.0,OK,410000,0.3
11691,France,Home Care,12.64,9,Premium,50,18.96,50.0,OK,430000,0.29
11692,France,Home Care,14.93,6,Standard,25,18.6625,25.00000000000002,OK,430000,0.29
11693,Spain,Personal Care,0.83,6,Standard,30,1.079,30.0,OK,410000,0.3
11694,Germany,Personal Care,2.14,2,Value,15,2.461,14.99999999999999,OK,460000,0.31
11695,UK,Personal Care,9.34,6,Standard,30,12.142,30.0,OK,520000,0.32
11696,Spain,Home Care,12.4,7,Standard,25,15.5,25.0,OK,410000,0.3
11697,UK,Personal Care,4.64,8,Premium,60,7.423999999999999,60.00000000000001,OK,520000,0.32
11698,Germany,Personal Care,3.97,8,Premium,60,6.352,60.00000000000001,OK,460000,0.31
11699,UK,Food & Refreshment,11.91,9,Premium,55,18.4605,55.00000000000001,OK,520000,0.32
11700,Spain,Personal Care,1.32,10,Premium,60,2.112,60.00000000000001,OK,410000,0.3
11701,UK,Personal Care,5.86,3,Value,15,6.739,14.99999999999999,OK,520000,0.32
11702,France,Home Care,7.83,10,Premium,50,11.745,50.00000000000002,OK,430000,0.29
11703,Germany,Home Care,8.63,7,Standard,25,10.7875,25.0,OK,460000,0.31
11704,Germany,Food & Refreshment,11.06,7,Standard,28,14.1568,28.0,OK,460000,0.31
11705,Germany,Personal Care,5.65,1,Value,15,6.4975,14.99999999999999,OK,460000,0.31
11706,Spain,Food & Refreshment,9.38,8,Premium,55,14.539,55.00000000000001,OK,410000,0.3
11707,Germany,Home Care,8.99,4,Standard,25,11.2375,25.0,OK,460000,0.31
11708,France,Food & Refreshment,8.44,5,Standard,28,10.8032,28.0,OK,430000,0.29
11709,Spain,Home Care,9.79,6,Standard,25,12.2375,25.0,OK,410000,0.3
11710,France,Food & Refreshment,4.26,3,Value,12,4.7712,12.00000000000001,OK,430000,0.29
